"TITLE","TIME","CONTENT","TYPE"
"侯友宜：選舉最高指導原則 尊重太太","2018/11/19 17:31","（中央社記者黃旭昇新北19日電）穿上防風夾克，戴上棒球帽，國民黨新北市長候選人侯友宜今天在淡水、三芝、北海岸地區以車隊掃街。他受訪表示，妻子在幕後幫他很多，尊重太太永遠是選舉時的最高指導原則。 侯友宜今天在北海岸的鐵人式車隊掃街行程，雖天空不時飄著細雨，他依舊在車上高舉雙手向沿路市民致意，遇到熱情民眾時，侯友宜也彎腰握手。 侯友宜昨天晚上在溪北地區大造勢舞台上，公開向妻子示愛說「老婆，我愛你。」媒體關心他的妻子是否會在選前之夜現身掀最高潮，侯友宜今天在車隊掃街前受訪表示，無論幕前或幕後，妻子已經幫忙很多。低調是妻子的風格，尊重妻子的選擇， 侯友宜說，妻子鮮少公開露面，甚至網路上都很難找到照片，只選擇在幕後默默幫助先生，他任職警察時也沒有出面一起分享風光榮耀，只在背後低調默默支持，讓先生全心衝刺。 侯友宜表示，妻子實際上競選期間都在幕後幫忙提供意見或照顧他的身體，他永遠感謝妻子，「尊重太太永遠是選舉時的最高指導原則。」 侯友宜今天也回應立法委員段宜康的臉書直播、臉書貼文表示，選舉這段時間有非常多的不實抹黑和造謠，對妻子造成傷害，太太在警眷時承擔很多高風險，背負許多家庭責任，辛酸與委屈痛苦，他可以體會並感恩。 對妻子娘家與家族的財產、財務問題，侯友宜說，段宜康結合特定媒體每天用斗大的標題，不斷抹黑造謠逃漏稅、都市更新炒地皮。實際上，公職人員財產申報內容都很清楚，若有問題監察院早就調查了。 侯友宜說，段宜康抹黑造謠是選舉文化最卑劣的手段，不但傷害妻子，也是民主的恥辱與最壞案例。其實，段宜康不但有許多顆曲棍球沒有吞，還一直在製造曲棍球。 侯友宜說，段宜康質疑的事情沒有一件是真的。隱忍段宜康是不願製造衝突對立，更不希望製造撕裂仇恨。未料，段宜康更變本加厲，已成為台灣選舉文化的恥辱。 侯友宜競選總部發言人侯慶莉表示，段宜康接二連三以似是而非論述、以「東廠」影射抹黑侯友宜的名譽，胡亂丟泥巴的行為令人不齒。她說，侯的妻子任美鈴與外界的借貸關係，依法向監察院申報登載，一切公開透明，禁得起檢驗。（編輯：陳俊碩）1071119","地方"
"對美報復拿大豆開刀 中前談判代表質疑北京策略","2018/11/19 16:49","（中央社北京19日綜合外電報導）曾任中國加入世界貿易組織（WTO）首席談判代表的龍永圖，昨天在一項財經論壇中，質疑北京當局處理對美貿易爭端方式，罕見地質疑中國政府的貿易策略。 昔日替中國加入WTO鋪路的龍永圖表示，北京政府立即祭出關稅報復，對美國黃豆下手的作法不當。 龍永圖說，「我希望在反擊的時候，能夠避開農產品」，永遠不要碰。他說，今年夏天美中貿易戰開打前，當局曾諮詢他的意見。 龍永圖昨天在財新媒體論壇中說：「我們反而一開始就對他們的農產品和黃豆下手。」 美國總統川普宣布對價值5000億美元中國貨加徵關稅後，中國立即宣布對美國黃豆加徵25%關稅，黃豆是中國從美國的最大單一進口商品，同時也對其他產品加徵關稅。 此舉被外界視為北京當局鎖定川普農業州的票倉發動攻擊，中國官員對此也不諱言。 龍永圖說：「我根據我的美中貿易經驗提出建議，農產品相當敏感，大豆更是敏感。」 近20年前，龍永圖談判桌上的對手美國貿易代表白茜芙（Charlene Barshefsky），則對美中兩強之間的鴻溝日益擴大提出警告。 白茜芙說：「中國經濟及經濟政策和市場經濟漸行漸遠，並在過去4至5年有加速的現象。」 白茜芙說，改採國家主導的方式是「中國和美國及歐洲、日本與澳洲等其他國家的基本衝突。這點不易解決。」（譯者：劉淑琴/核稿：陳政一）1071119","產經"
"老婦不當服用中藥心律不整  應找專業中醫師","2018/11/19 16:20","（中央社記者黃國芳嘉義縣19日電）8旬老婦人因筋骨痠痛，子女依照坊間藥方購買含川烏、草烏等的中藥材煎煮服用，不料出現噁心、嘔吐及心悸，送急診治療，已恢復健康，醫師提醒民眾應找專業中醫師、藥師。 大林慈濟醫院今天發布新聞說，8旬老婦的藥方建議每天服用1次，她上午服用1劑後感覺身體痠痛逐漸緩解，晚上又服用1次約1小時後，出現噁心、嘔吐、心悸、全身無力症狀且愈來愈嚴重，立即由家人送急診。 大林慈濟醫院心臟內科醫師李易達表示，因患者到院有心律不整情況，送加護病房透過藥物治療，經8小時後，患者的心跳逐漸平穩，已恢復健康。 李易達說，另有1名中年男子獲友人介紹治療糖尿病的中藥秘方，並到中藥房購買含有附子的中藥材，服用後30分鐘，上半身開始感覺麻，合併出現噁心、嘔吐、心悸、無力等症狀而送醫院急診。這兩起個案都是因烏頭鹼成分引起中藥中毒，造成心室性心律不整。 大林慈濟醫院藥學部組長梁育彰表示，出現中毒症狀時間快慢不等，中毒症狀初期有口舌、四肢及全身麻木，頭暈、眼花、神志不清、言語不清、大小便失禁、噁心、嘔吐、腹瀉，繼而四肢抽搐、呼吸困難、心悸、血壓下降及昏迷等，最終可能因心臟麻痺而死亡。 梁育彰提醒民眾，生病時，不隨意購買、服用來路不明藥品，民眾欲服用中藥時，應找專業中醫師、藥師。使用中藥時，應遵照藥師的衛教，確認使用藥材是否炮製完全以及正確煎煮方法，若有出現中毒症狀，應立即就醫。（編輯：翁翠萍）1071119","生活"
"遭指發放攻擊性文宣 徐欣瑩：又一次栽贓抹黑","2018/11/19 16:19","（中央社記者劉冠廷新竹縣19日電）民國黨新竹縣長候選人徐欣瑩陣營今天遭指控，派學生發放攻擊性文宣，徐欣瑩表示，這又是一次的栽贓抹黑，這份文宣不是她們做的。但她也說，文宣內容都是事實，哪有負面。 國民黨新竹縣長候選人楊文科陣營今天下午召開記者會，直指徐欣瑩新豐鄉競選服務處總幹事徐宦杰，昨天晚間指派學生在新豐鄉新市路發放疑似黑函的攻擊性文宣，但遭楊文科團隊發現攔截，並報警處理。 記者會現場也公布昨晚選監委員詢問學生的影片內容，2位學生在影片中表示，文宣是徐宦杰要他們發的。同時現場也邀請到其中一位學生的家長林卓明現身說法，林卓明表示，徐欣瑩的總幹事把2位小孩帶到一個房間，拿了一疊文宣與新台幣500元，要孩子們在1小時內發完。 林卓明說，他非常生氣，不解徐欣瑩團隊為何不叫自己人去發，要叫這2位未成年的孩子去發，萬一出事了，誰來幫忙這2位孩子。 楊文科競選總部呼籲徐欣瑩陣營對此事說清楚、講明白，總部發言人田昭容說，這份疑似黑函的攻擊性文宣雖由「陳冠友」屬名，但卻是由徐欣瑩新豐鄉競選服務處指派學生發放。請問「陳冠友」是否是徐欣瑩競選團隊的成員。 隨後，徐欣瑩在寶山鄉的公辦政見發表會上，對此回應，她說，昨天對手發現一份文宣，上面有署名，卻說是她陣營的文宣，這不是栽贓、抹黑，不然是什麼。 徐欣瑩也拿出昨晚這份文宣強調，文宣不是她陣營所發出的，但照她看來，這份文宣也不是什麼負面文宣，每一件事都是真實的描述。（編輯：陳俊碩）1071119","地方"
"談清代女性文學  科技部邀中研院專家開講","2018/11/19 16:14","（中央社記者朱則瑋台北19日電）科技部人文沙龍系列講座20日將在金門舉行，邀請中研院中國文哲研究所長胡曉真主講，探討清代女性文學裡中的幽隱空間與心靈世界。 清代女性小說家筆下經常出現庭園場景，使「花園」成為具有特殊象徵意義的空間，科技部人文沙龍系列講座20日將前進金門大學，舉辦「立足金門，尋『秘』攻略：一窺清代女性的秘密花園」講座，邀請中央研究院中國文哲研究所研究員兼所長胡曉真主講。 科技部今天透過新聞稿表示，西方有維吉尼亞．吳爾芙以「自己的房間」一書做為討論起點；台灣則有中央研究院研究員胡曉真著作的「才女徹夜未眠：近代中國女性敘事文學的興起」。 胡曉真的研究領域為明清敘事文學、明清婦女文學及清末民初文學，不僅曾獲中央研究院青年學者研究著作獎，也獲得吳大猷先生紀念獎，近年來，更持續關注邊境、性別等研究議題。 講座將從彈詞小說切入，探討清代女性小說家筆下經常出現的庭園場景。胡曉真解釋，彈詞小說是一種韻文體的敘事作品，作者多為女性，作品中經常出現庭園場景，因而成為具有象徵意義的空間。一方面，花園在屋舍的平面配置較有偏僻的特性，暗示了女性的邊緣位置，以及生活空間的幽閉性。 另一方面，花園又因為地處內外的交界，而成為誘發跨越欲望界線的危險空間。甚至，因為花園與正房的屋舍有所區隔，也暗示對俗世的疏離，而變成女性追求超越經驗的神祕空間。 胡曉真說，花園隱含了相當豐富的文化意涵，既可象徵女性生命的幽閉封鎖，也能刺激女性心靈的無限奔馳，講座將嘗試突破傳統的觀點，探索花園豐富的情感與想像，重新思考近代中國文化中的「公與私」、「理與情」、「男與女」等疆界議題。 講座時間為20日下午3時30分至5時30分，地點在國立金門大學綜合大樓421方水金講堂。由金門大學人文社會學院院長陳益源擔任主持人，並邀金門大學華語文學系主任唐蕙韻及助理教授游文福與會座談。（編輯：張均懋）1071119","生活"
"李維菁遺著人魚紀  獲台北文學獎年金獎助","2018/11/19 18:20","（中央社記者汪宜儒台北19日電）作家李維菁13日辭世，留下遺作「有型的豬小姐」，預定下月出版，今天台北市文化局再宣布，她生前最後作品「人魚紀」獲台北文學獎年金獎助40萬，文化局也將盡力協助後續出版。 台北文學獎年金的第二階段決審由向陽、李金蓮、胡金倫、陳素芳、廖玉蕙擔任決審委員，14日會議經兩輪投票後，一致決議最終得主為李維菁的「人魚紀」。會議主席向陽在會中也朗讀關於作品的結語：「跳舞就是走路，跳舞就是順暢地走路，昂首走路」，「我們一生要的，就只是漂亮地走路，沒有別的。」 評審委員認為，「人魚紀」中簡潔順暢的文字充滿深度及力量，對讀者有所啟發，足以傳遞文學的價值與意義。此外，向陽也讚「人魚紀」是一部真誠的作品。 評審在決議時說明，這部作品題材具有深度，李維菁以流暢的文字，通過國標舞，以人魚為象徵，在束縛與解放的掙扎中，思考人生的路向。同時探討性別的政治與角力、母女關係，更觸及性與身體的關係等不同面向。 完成「人魚紀」的過程，正是李維菁與病魔拉扯對抗的期間，身旁許多朋友勸她身體為重，她仍堅持完成。最終文稿也因此出現許多錯字與人稱混亂狀態，評審們雖覺察此問題，卻一致認為是後續編輯可校正處理的。 廖玉蕙就說，「人魚紀」讓人印象深刻的是國標舞與人際關係的隱喻。而故事中處理了性別問題，以及社會對國標舞的社會階級偏見；若以鼓勵原創的角度來看，李維菁以人魚、走路的角度鋪陳人際關係的衝突、追求自由的不易、家庭親情的匱乏、性別的跨越等，是成功的。 去年3月，「第19屆台北文學獎─台北文學年金獎助計畫」公布第一階段決審入圍名單，由李維菁的「人魚紀」、丁威仁的「編年臺北」與張啟疆「祕密」獲20萬獎金支持，以一年的計畫時間完成作品，本月14日召開第二階段決審會議。 文化局表示，評審會議前夕，意外接獲李維菁逝世的噩耗，評委們皆深感難過與惋惜，但肯定其病中持續完成創作的努力。文化局將盡力協助家屬促成「人魚紀」出版，讓讀者能再次感受李維菁細膩慧黠又犀利透徹的文字世界。（編輯：唐聲揚）1071119","文化"
"毆打女友致死 男辯沒殺人犯意求輕判","2018/11/19 16:09","（中央社記者劉世怡台北19日電）蘇姓男子懷疑同居女友與其他男子有曖昧，毆打女方致死，檢方以殺人罪起訴，一審認定傷害致死判刑9年，經上訴，二審今天開庭，蘇男說沒有殺人犯意，請求輕判。 一審判決指出，蘇男與蔡姓女友租屋同居在新北巿，並育有2子，蔡女從去年1月起即外出工作以貼補家用，去年2月間清晨下班返回租屋處後，蘇男發覺蔡女身上留有酒味，心生懷疑，查看蔡女手機得知蔡女從事酒店小姐工作，並與一名男子互傳送曖昧訊息。 蘇男因怒火中燒，以拳頭重擊蔡女腹部，徒手猛力抓拿女方頸部，再將女方抓去撞牆壁，並用掃把猛打女方全身，使得女方腹腔內肝臟破裂出血及頸部甲狀軟骨骨折，造成休克死亡。 蘇男於觀覽蔡女手機訊息內容完畢後，才發覺蔡女身體冰冷，撥打119電話請求救護，蔡女送醫不治。檢方偵辦後，將蘇男以殺人罪起訴，一審法院認定不構成殺人罪，依傷害致死罪判刑9年，檢方及蘇男均不服判決，提起上訴，由二審台灣高等法院審理。 二審今天開庭，蘇男說，沒有殺人犯意，很後悔打死蔡女，真的不知道當時自己出拳有這麼重，他應該符合自首，請求法官判輕一點。 蔡女母親委任的律師則說，蘇男有家暴紀錄，應可預見毆打瘦小的蔡女，可能造成死亡結果，請求法官應以殺人罪重判。 合議庭庭末諭知，全案辯論終結，訂於12月6日上午10時宣判。（編輯：張銘坤）1071119","社會"
"阻擋中美洲移民湧入 有刺鐵絲網盤踞美墨邊界","2018/11/19 16:28","（中央社美國拉雷多18日綜合外電報導）他們在涼爽的早晨開始工作，身手矯健地將一捲又一捲看起來惡毒的圍籬與有刺鐵絲網綁在綠色桿子上，再將這些桿子釘入地面。 經過3天工作時間，放眼望去，一道閃閃發光、與人肩膀同高的蛇腹形鐵絲網障礙物宛如一條銀色大蛇，盤踞在蔥翠的河堤邊。 築起這道有刺鐵絲網圍籬的，是駐紮在肯塔基州諾克斯堡（Fort Knox）的約100名美國第19工兵營（19th Engineer Battalion）部隊。 這些美國軍人不在遙遠戰區，而是駐紮在拉雷多（Laredo）這個眺望里奧格蘭德河（Rio Grande river）流經德州西南部的繁忙邊境城鎮，執行美國總統川普的爭議性命令。 川普派遣大約5800名部隊到這個邊界地區，在一群群中美洲移民穿越墨西哥抵達美國前，採取先發制人的行動。 批評者抨擊這是一場代價高昂的政治噱頭，目的是在本月稍早的期中選舉登場前激勵支持者。 川普在選前稱這批移民大隊，讓美國陷入「全國性緊急狀態」，並警告這些所謂的「入侵」移民車隊中，「有一些非常惡劣的暴徒和幫派成員」。 至少到目前為止，這道圍籬是川普因應這批移民大軍最顯而易見的措施，對移民構成顯著的嚇阻力和實體障礙，目的是將潛在尋求庇護者引導至有組織進入美國的入境點。（譯者：劉文瑜/核稿：陳政一）1071119","重點新聞"
"新台幣貶1.8分 收30.906元","2018/11/19 16:04","（中央社台北19日電）台北外匯市場新台幣兌美元今天收盤收30.906元，貶1.8分，成交金額6.26億美元。 新台幣兌美元今天開盤價為30.860元，最高30.845元、最低30.910元。（編輯：蘇志宗）1071119","產經"
"金門家扶中心扶幼館動土 奠基下個50年","2018/11/19 17:01","（中央社記者黃慧敏金門縣19日電）金門家扶中心新建扶幼館今天開工動土，家扶中心人員開心終於有自己的家，不必再到處遷徙。家扶中心期盼，扶幼館能為未來弱勢兒童福利服務工作，奠定下一個50年的基礎。 金門家扶中心扶幼新址在環島北路上大慶鋁門窗對面，動土儀式由家扶基金會董事蔡敏文主持，邀請金門縣長陳福海、立委楊鎮浯辦公室主任孫國智、金防部政戰主任史順文等人一起見證。 蔡敏文表示，51年前，家扶基金會應金門縣政府及救總邀請，到金門設立家扶中心；早年戰爭時期，金門前線捍衛台灣，而家扶中心護衛金門弱勢兒童，與金門鄉親一起補助弱勢家庭兒童並輔導恢復家庭功能，培養出不少的優秀人才。 但長年以來，家扶中心都是寄人籬下，經常搬家，直到金門家扶中心扶幼委員會創會主委翁志勵規劃下，向縣府承租現址，才能穩定發展兒童福利服務業務。 金門家扶中心扶幼委員會主委李根遠表示，50多年來，金門家扶中心一直渴望有個個屬於自己的家；在縣長陳福海團隊、縣議會議長洪麗萍所領導的議會團隊、立委楊鎮浯等人協助下，開啟金門家扶中心購地建館的第一步，真正屬於家扶中心和弱勢兒童的扶幼館，終於在今天開工。 現在金門家扶中心扶助330名兒童，分屬200個家庭。李根遠期盼新的扶幼館建成後，能為未來弱勢兒童福利服務工作上奠定下一個50年的基礎，讓弱勢兒童和家庭，都感受到金門是一個幸福的城市。 不過，金門家扶中心主任李桂平表示，雖然扶幼館開工，但購地建館經費籌措還不到一半。動土典禮上，海印寺性海法師慨捐新台幣100萬元，拋磚引玉，呼籲金門鄉親共同協助金門家扶中心完成這個半世紀的志業。 忙於選舉爭取連任的陳福海專程前來參加動土，他說，施政本著「禮運大同篇」施政，要讓金門鄉親老有所終、壯有所用、幼有所長，鰥寡孤獨廢疾者皆有所養，允諾縣府會投入更多資源協助家扶中心推廣服務。 金門家扶中心扶幼館佔地約1800平方公尺，將興建地上3層共641坪建物，由恒富營造承攬興建。未來將成為提供對弱勢兒童各項服務工作的基地。（編輯：吳佳穎）1071119","地方"
"劉德華走金馬紅毯最吸睛 袁富華奪男配收視稱冠[影]","2018/11/19 18:38","（中央社記者江佩凌台北19日電）第55屆金馬獎頒獎典禮收視率今天出爐，星光大道收視高點落在影星劉德華紅毯壓軸受訪，多達3.01；頒獎典禮部分，落在以電影「翠絲」奪最佳男配角的袁富華致詞，高達5.20。 金馬55轉播單位台視今天發布新聞稿公布收視率數據，儘管因選舉前一週造勢不少，多少衝擊金馬收視表現，但星光大道總收視人口仍有約132萬3000人觀看，頒獎典禮總收視人口高達350萬8000人，典禮全體平均收視為3.86。 當晚星光大道部分，收視排名冠軍為劉德華上紅毯接受訪問，達3.01、約66萬5000人觀看，其次依序為金馬55評審團主席鞏俐接受訪問、張震踏上紅毯，及女星劉嘉玲上紅毯接受訪問，收視都逼近3。 頒獎典禮部分，收視冠軍由奪下「最佳男配角獎」的演員袁富華最吸睛，他以粵語發表感言收視達5.20，約115萬人觀看；次高則是獲「最佳新演員獎」的達悟小孩鍾家駿，他發表得獎感言收視達5.05。 觀看第3高落在頒獎嘉賓胡歌致詞、陳敏正獲「最佳造型設計獎」，收視為4.95。第4名則是「劇場女神」謝盈萱，她以電影「誰先愛上他的」奪下金馬影后並發表感言，收視為4.89。第5名則是頒獎人謝金燕致詞時，劉德華起立致意，收視4.88。 表演節目部分，雷光夏演唱電影「范保德」歌曲「深無情」最多人關注，收視4.62，其次依序為李英宏演唱電影「誰先愛上他的」歌曲「峇里島」、壓軸登場的莫文蔚演唱「Diva、我、All I ask of you」，以及歌王陳奕迅演唱電影「後來的我們」歌曲「我們」。 台視表示，當晚「15至34歲女性」與「20至34歲女性」的分眾收視最高，平均收視都高達5.92、而網路總收看為328萬4281人次。（編輯：黃于）1071119","重點新聞"
"台中市投開票所  選舉與公投同一入口","2018/11/19 17:01","（中央社記者郝雪卿台中19日電）九合一選舉24日投票，台中市民政局副局長盧政遠今天在市政會議說，這次選舉同步舉行公投，投開票所只有1個入口，年滿20歲可領選舉與公投票，滿18歲未滿20歲者僅能領公投票。 兼任台中市選舉委員會總幹事的盧政遠，今天在市政會議提出「107年地方公職人員選務工作籌備情形」專案報告；台中市警察局長楊源明也報告淨化選前治安、防制金錢暴力介入選舉、維護選舉安全的相關作為。 台中市共設置1601個投開票所，由於這次選舉同步舉行多案公投，盧政遠指選舉票與公投票的投開票所僅有1個入口，年滿20歲以上者可領地方公職人員選舉票及公投票；年滿18歲以上、未滿20歲者僅能領公投票。 盧政遠說明投票流程，選舉人先領選舉票、圈票、投票，次領公投票、圈票、投票，現場安排選務人員引導選民動線。選舉人或投票權人可選擇全領、僅領取部分或全不領地方公職人員選舉票或全國性公民投票。 對於選舉票匭間如出現誤投情形，盧政遠表示，如果市長票投到市議員票匭或市議員投到里長票匭，仍屬有效票，但若選舉票投到公投票匭或公投票投到選舉票匭則屬無效。選舉人或投票權人應1次進入投票所領票、投票，離開投票所後不得再進入投票所領票、投票。 楊源明表示，在選票印製、運送及保管方面，也強化相關維安，包括協調選委會裝設全天候監視錄影系統監控、規劃機動派出所部署警力24小時現場警戒、由警力配合選監人員全程管制，警力會全程護送選票運送。（編輯：翁翠萍）1071119","地方"
"未滿20歲也可申請社會住宅 2種情況擴大適用","2018/11/19 15:44","（中央社記者潘姿羽台北19日電）社會住宅須年滿20歲以上才能申請，不過實務上，未滿20歲的民眾可能已結婚、具有行為能力，或是剛結束安置卻無法返家，內政部因而發布解釋令，上述2種情況也可申請社會住宅。 政府為了保障國民居住權益，健全住宅市場，致力推動社會住宅政策，不過有立委向內政部反映，年滿20歲始得申請社會住宅的年齡限制，可能會使得部分有意申請者的權益受損；內政部研析過後，近日發布解釋令，將2種情況擴大適用。 住宅法規定，主管機關及民間興辦的社會住宅，應以直轄市、縣市轄區為計算範圍，提供至少30%以上比率出租給經濟或社會弱勢者，經濟或社會弱勢包含於安置教養機構或寄養家庭結束安置無法返家，未滿25歲者；然而，實務上可能會出現結束安置無法返家，但未滿20歲的情況，此時便會受到社會住宅出租辦法年滿20歲始得申請的限制。 為了解決上述情況，營建署官員表示，已經發布解釋令，從安置教養機構或寄養家庭結束安置、無法返家的民眾，即便未滿20歲，因屬於經濟或社會弱勢，為社會住宅保障的對象，因此不受「年滿20歲以上始得申請」的年齡限制，至於其監護人或法定代理人等事宜，由地方政府協助處理。 另外，營建署官員指出，原本設定20歲的年齡限制，是考量民法規定20歲以上才具有完全行為能力，不過民法第13條第3項也規定「未成年人已結婚者，有行為能力」，因此內政部解釋令也指出，「未成年已結婚有行為能力者」申請承租社會住宅，可不受年滿20歲始得申請的限制。 官員表示，雖然案例不多，但上述2種情況都實際有發生過，內政部已經發布解釋令，地方政府受理申請時可直接適用，未來內政部會再將相關規範正式寫進社會住宅出租辦法，讓內容更加完善。（編輯：張均懋）1071119","產經"
"加州野火失蹤數突暴增破千又驟減 官員解釋背後原因","2018/11/19 18:00","（中央社加州天堂鎮18日綜合外電報導）美國北加州「坎普野火」（Camp Fire）持續延燒，失蹤人數在過去幾天暴增至1200多人，之後減至不到1000人。人數突然暴增，讓部分居民及官員感到困惑。 路透社報導，美國官方今天表示，坎普野火造成的死亡人數增至77死。據信失蹤的人數原是1276人，但今天減至993人。坎普野火已寫下加州史上最多傷亡紀錄。 英國廣播公司（BBC）報導，失蹤人數如此之高，是否代表死亡人數也可能跟著增加甚至破千，加州重災區標特郡（Butte）公開承認，這並非能簡單回答的問題。 警長哈尼亞（Kory Honea）在16日首次公布破千人的失蹤名單時形容名單是「變動」的。他說：「我提供給各位的資訊是原始資料，我們發現名單上的姓名可能有重複。」 官方表示，調查人員自8日坎普野火爆發以來，試圖從通報失蹤電話、報導及電子郵件匯集資料，因此統計人數大幅變動。而大火快速蔓延，據報許多人僅有幾分鐘能聚集親友，並從擁塞的道路逃命。 由於火勢猛烈，官員警告說，完全復原可能要花上數週。數百名專家帶「尋屍犬」，利用通報的名單在廢墟中搜尋罹難者遺骸。但部分媒體隨即指出，標特郡的名單有重複或異常的地方。 根據「紐約時報」（The New York Times），稍早版本名單列出5名年紀119歲的失蹤者，紐時也說，他們能透過社群媒體確定名單上部分人員實際上安然無恙。 美聯社報導，遭列失蹤名單的民眾康瑞（Tamara Conry）在臉書上發文向親朋好友報平安。她15日晚間在尋找失蹤者的頁面上寫道：「我和丈夫一直都沒有失蹤，從未失蹤。」 「我們沒有家人在找我們…我還打去留訊息，要求把我們的名字刪掉。」 哈尼亞為公開「原始」清單的決定辯護說：「我不能讓完美主義阻礙進度。」他16日告訴媒體說：「發出資訊對我們來說很重要，這樣我們才可開始尋找這些行蹤不明的人。」 由於坎普野火破壞超過1.2萬座建築，且加州大片區域疏散命令尚未解除，數千名居民現待在臨時避難所。哈尼亞說，因為被迫疏散，名單上許多人或許沒意識到有人在找他們。 追蹤實際失蹤人口也因通訊受阻而變得困難，多數基地台及電纜受惡火破壞，行動電話無法使用，部分地區臨時基地台需由供應商安裝。 根據最新統計，受野火重創的標特郡天堂鎮（Paradise）人口約2.7萬人，其中1/4年齡在65歲以上。 天堂鎮警察局長芮恩波特（Eric Reinbold）說，這份數據凸顯在緊急情況下，快速疏散年長者的困難。他說：「就像在社區，我們有老人，而他們有的放棄開車，或無法開車。」 而長者成功脫逃後，可能也不太會透過網路或其他行動通訊聯繫認識的人，使得失蹤名單上出現許多老人。 綜上所述，當局不斷懇求當地民眾再三於名單更新時確認，並透過電話而非語音信箱，讓他們知道誰已證實安全，以助他們在資源早已捉襟見肘的情況下聚焦救災工作。（譯者：侯文婷/核稿：盧映孜）1071119","重點新聞"
"車王電多領域開發新產品  年底前業績看佳","2018/11/19 15:41","（中央社記者鍾榮峰台北19日）車王電美國子公司持續成長，胎壓偵測器出貨穩健，續開發智能、高效動能和儲能等產品。法人預估，車王電到年底業績可續走揚。 車王電與華德動能今天下午舉辦聯合法人說明會。 展望公司布局，車王電董事長蔡裕慶表示，公司過去5年持續轉型，提前布局儲能系統平台和智慧物聯網整合平台，公司也在中國大陸深耕車用鋰電工具產品。 談及未來產品規劃，蔡裕慶指出，公司持續開發車用智慧安全電子、節能車用電力電子、功率模組、車用與儲能電池管理系統、智能無刷工具、以及精密工具等產品。 在產能規劃方面，車王電發言人蔡淑貞表示，車王電今年底台中中港園區分公司將動工，預計2020年底完工。 展望產品和市場出貨表現，蔡淑貞指出，美國子公司可望持續成長，胎壓偵測器（TPMS）出貨持續穩健。 法人預估，車王電11月和12月業績可望逐月成長，今年車王電整體毛利率可維持在36%到38%區間，預期未來幾季業績可望逐季改善。 車王電自結10月合併營收新台幣2.59億元，較去年同期成長16.57%，累計今年前10月自結合併營收22.58億元，較去年同期增加11.9%。車王電前3季稅後淨利1.87億元，較去年同期8728萬元成長114%，前3季每股稅後純益（EPS）1.9元，優於去年同期的0.89元。 車王電主要布局汽車電子、儲能系統、智慧物聯網整合平台、車用鋰電工具等，其中汽車電子主攻車用大功率電力電子、安全及電池控制模組等。 從市場比重來看，今年第3季美洲占比約48.7%，歐洲占比約22.1%，亞洲占比約23%。（編輯：李信寬）1071119","證券"
"惠特興櫃 LED晶粒搶攻大陸市場","2018/11/19 15:38","（中央社記者鍾榮峰台北19日電）LED晶粒/晶圓檢測設備廠惠特科技今天登錄興櫃交易，公司產品切入中國大陸前三大LED元件廠商。 惠特科技整合自動控制、機械設計、機械視覺、光電量測、電控、電子電路等各領域技術團隊，切入光電相關自動化設備領域，主要產品包括整合型LED晶粒/晶圓點測機、LED晶粒分選機、雷射陶瓷鑽孔/劃線機及雷射金屬精密切割機等。公司也提供LED晶粒測試及分選代工服務。 惠特科技今年上半年度合併營收新台幣15.6億元，毛利率33%、營益率7.69%，稅後淨利1.39億元，每股稅後盈餘2.71元。 在市場布局，惠特科技指出近年來受惠中國大陸大力扶植LED產業，以中國大陸為主要市場，目前產品已進入中國大陸前三大LED元件廠商。從產品來看，點測機市占率約80%、分選機市占率約50%。 在新產品布局，公司指出，Mini LED相關點測及分選機台，以及垂直共振腔面射型雷射（VCSEL）、分布回饋型（DFB）等雷射二極體等設備陸續進入市場，有機會成為明年成長動能。 公司另一產品線自動化雷射微細加工與雷射金屬加工設備，搭配Laser光學系統與半導體等級精準控制系統，可應用在半導體、印刷電路板及LED等領域如藍寶石玻璃、精密陶瓷及多樣複合材料基板加工。（編輯：蘇志宗）1071119","證券"
