流水號,X,Y
891926,275292.8438,2758051.75
891927,275119.9063,2758070.75
891928,275134.1563,2758082.75
891929,275177.5,2758082.25
891930,275203.0313,2758082.5
891931,275227.1875,2758083
891932,275256.75,2758085
891933,275284.6875,2758083.5
891934,275133.5,2758116.25
891935,275165.9063,2758118
891936,275198.9375,2758118.25
891937,275215.4063,2758109.5
891938,275238.125,2758103.25
891939,275269.0313,2758103.75
891940,275560.4063,2758039.5
891941,275522.3125,2758019.25
891942,275486.1875,2757999.5
891943,275477.125,2757994.75
891944,275445.4688,2757977.75
891945,275400.0938,2757953.5
891946,275352.2813,2757928
891947,275297.2188,2757898.75
891948,275276.0625,2757888
891949,275682.875,2758130
891950,275632.2188,2758136.25
891951,275640.8438,2758175.25
891952,275591.875,2758189
891953,275675.5,2758169.25
891954,275692.2188,2758196.5
891955,275655.7188,2758209.25
891956,275602.9375,2758223.75
891957,275709.5625,2758215.75
891958,275694.2188,2758233.5
891959,275697.5938,2758263.5
891960,275658.4688,2758238.5
891961,275616.2813,2758262.5
891962,275591.2813,2758140.5
891963,275544.0313,2758144.75
891964,275555.1563,2758176.75
891965,275564.4375,2758206
891966,275574.1875,2758235
891967,275581.3125,2758268.5
891968,275590.9688,2758303.25
891969,275602.3125,2758334.5
891970,275615.9688,2758375
891971,275515.625,2758147.5
891972,275484.1875,2758151
891973,275493.25,2758181.25
891974,275501.0625,2758206.25
891975,275523.4688,2758267.25
891976,275449.6563,2758154.75
891977,275450.9063,2758194.25
891978,275413.0938,2758198.25
891979,275453.4375,2758228.75
891980,275416.1875,2758232
891981,275464.2188,2758232.25
891982,275468.9688,2758247.25
891983,275431.6563,2758253.25
891984,275468.25,2758267.75
891985,275469.125,2758289.75
891986,275433.9375,2758325.5
891987,275441.75,2758352
891988,275440.7813,2758382.5
891989,275407.125,2758159.25
891990,275380.2188,2758161.75
891991,275386,2758201
891992,275387.75,2758231
891993,275386.5938,2758256
891994,275335.4375,2758205.75
891995,275341.8125,2758238.25
891996,275342.125,2758165.75
891997,275299.1875,2758171.5
891998,275266.1875,2758177.75
891999,275241.0313,2758179
892000,275302.8125,2758207.5
892001,275258.625,2758208
892002,275237.9063,2758207.75
892003,275185.4063,2758208.75
892004,275162.844,2758204.188
892005,275305.8125,2758245.5
892006,275269.6875,2758237
892007,275234.875,2758244.5
892008,275195.2813,2758244
892009,275155.188,2758243.5
892010,275190.2188,2758179.75
892011,275160.125,2758179.75
892012,275746.9688,2758269.25
892013,275773.7188,2758502
892014,275766.4688,2758450.5
892015,275766.1563,2758446
892016,275733.625,2758458.75
892017,275678.7188,2758456.75
892018,275635.3125,2758470
892019,275589.2813,2758476.25
892020,275759.25,2758412.25
892021,275718.625,2758416.75
892022,275673.3438,2758423
892023,275663.0625,2758409.75
892024,275629.7813,2758434.5
892025,275590.8125,2758439.25
892026,275784.2813,2758373.75
892027,275750.375,2758372.5
892028,275721.2188,2758383.25
892029,275688.2188,2758392
892030,275742.8438,2758342.25
892031,275705.5625,2758352
892032,275685.4688,2758357.5
892033,275659.375,2758364
892034,275733.1875,2758306.25
892035,275710.3125,2758314.25
892036,275652.3125,2758330.5
892037,275623.8125,2758337.75
892038,275722.5938,2758270
892039,275684.5625,2758283.5
892040,275615.2188,2758301.75
892041,275848.9688,2758426
892042,275817.5625,2758432
892043,275839.4688,2758447.75
892044,275826.1563,2758453.5
892045,275827.6875,2758478
892046,275838.125,2758505.25
892047,275857.125,2758499.25
892048,275857.9063,2758483.5
892049,275878,2758479.5
892050,275802.2188,2758488.25
892051,275789.625,2758441.5
892052,275733.8125,2758505.5
99721087,275705.5938,2758508.5
892053,275705.5938,2758508.5
892054,275657.7188,2758513.75
892055,275631.5625,2758517.5
892056,275611.875,2758503.25
892057,275609.4063,2758489
892058,275581.4063,2758521.5
892059,275557.4375,2758524
892060,275534.8438,2758524.25
892061,275489.25,2758529.5
892062,275449.25,2758533.75
892063,275421.0313,2758536.75
892064,275387.0938,2758540.5
892065,275369.9375,2758544.5
892066,275335.6875,2758548
892067,275296.5625,2758552.75
892068,275250.75,2758555
892069,275230.5938,2758559
892070,275194.5,2758563.25
892071,275545.9375,2758417.25
892072,275553.5,2758465.25
892073,275559.7188,2758490.75
892074,275532.6875,2758493.5
892075,275521.75,2758458.5
892076,275514.875,2758428.75
892077,275488.4063,2758502.25
892078,275482.0625,2758476.25
892079,275451.5938,2758497
892080,275434.25,2758450
892082,275437.4375,2758421.5
892083,275407.5,2758430
892084,275438.3125,2758506.25
892085,275405.6875,2758489.25
892086,275393.7188,2758461.75
892087,275375.3125,2758430.75
892088,275352.7188,2758431.75
892089,275318.8438,2758433
892090,275364.6563,2758515.5
892091,275359.625,2758486.25
892092,275332.3125,2758514.25
892093,275328.25,2758488
892094,275289.0625,2758508.5
892095,275284.5625,2758480.75
892096,275280.6563,2758454.5
892097,275233.25,2758497.75
99720447,275228.7813,2758463.5
99720448,275193.625,2758526.25
99720449,275190.0938,2758508
99720450,275190.9375,2758480.25
99720451,275191.2813,2758470.75
99723722,275158.974,2757855.896
99723998,275127.844,2758202.25
906513,270521.3438,2767240.5
99720452,275445.2188,2758288.75
99720453,275131.375,2758182.75
892098,275213.75,2758896.25
892099,275227.5938,2758890
892100,275254.6875,2758890.25
892101,275304.0313,2758897.5
892102,275302.875,2758933
892103,275244.875,2758925.75
892104,275320.4688,2758938.75
892105,275348.75,2758928.5
892106,275343.875,2758908
892107,275375.5625,2758910.5
892108,275315.5625,2758861
892109,275385.6563,2758877.25
892110,275348.75,2758868
892111,275274.625,2758854.25
892112,275321.3438,2758826.5
892113,275348.4375,2758831.25
892114,275375,2758836.25
892115,275280.6563,2758820.75
892116,275326.5313,2758791.25
892117,275349.0313,2758796
892118,275295.9375,2758789
892119,275263.0625,2758782
892120,275333.4375,2758759.5
892121,275358.8438,2758762.5
892122,275288.75,2758748.5
892123,275185.1875,2758879.75
892124,275120.8438,2758883.5
892125,275087.4063,2758885.25
890226,275062.5938,2758888
892127,275186.625,2758853.5
892128,275158.9375,2758854.25
892129,275144.2188,2758853.75
892130,275123.1563,2758854.25
892131,275091.4375,2758854.25
892132,275041.8125,2758854.75
892133,275006.9063,2758850.5
892134,275021.9063,2758864.5
892135,275209.125,2758847.5
892136,275242.875,2758851
892137,275206.25,2758813.75
892138,275246.625,2758816.25
892139,275182.3125,2758815.5
892140,275137,2758816.25
892141,275098.375,2758817.75
892142,275049.625,2758819.5
892143,275000,2758819
892144,274963.6563,2758822.25
892145,275207.9688,2758796
892146,275236.8125,2758789.5
892147,275238.25,2758733
892148,275192.375,2758785.25
892149,275145.25,2758785.5
892150,275087.6875,2758786.25
892151,275054.2188,2758786.75
892152,275028.8438,2758787
892153,275007.1563,2758782
892154,275199.625,2758753
892155,275178.25,2758748.75
892156,275143.375,2758752.25
892157,275076.1563,2758751.75
892158,275037.1875,2758755
892159,275017.875,2758747.25
892160,275203.9063,2758732.5
892161,275203.3438,2758717
892162,275164.4688,2758716.75
892163,275118,2758715.25
892164,275081.375,2758718.75
892165,275043.8438,2758717.25
892166,275021.9688,2758718
892167,275005.4063,2758709.75
892168,275144.5625,2758699.25
892169,275114.0938,2758699.25
892170,275070.4375,2758699
892171,275039.5938,2758704.25
892172,275022.75,2758704.75
892173,275163.4375,2758699.5
892174,275180.625,2758698.5
892175,275199.375,2758678.25
892176,275199.6563,2758648.5
892177,275172.2188,2758651.5
892178,275136.2188,2758651.75
892179,275113.125,2758651.25
892180,275173.4688,2758620.75
892181,275150.625,2758620.25
892182,275121.375,2758619.75
892183,275103.1875,2758615.75
892184,275200.875,2758605.75
892185,275177.8125,2758574.5
892186,275145.5313,2758571.25
892187,275145.7188,2758601
892188,275112.0313,2758567.25
892189,275119.9688,2758592
892190,275085.6875,2758564.75
892191,275065.5,2758562.25
892192,274989.6875,2758555
892193,274965.6563,2758551.75
892194,274930.6875,2758548.75
892195,274903.6563,2758545.25
892196,274861.75,2758540.5
892197,274829.9688,2758538
892198,274775.5625,2758531.75
892199,274737,2758527
892200,275013.9688,2758560.5
892201,274994.0938,2758589
892202,274971,2758586.25
892203,274939.5,2758581
892204,275042.8125,2758593.25
892205,275063.9688,2758595
892206,275093.0938,2758598
892207,275011.0313,2758591
892208,275103.1875,2758633.25
892209,275058.7813,2758628.75
892210,275037.625,2758626.5
892211,275005.5625,2758623.75
892212,274991.8438,2758622.5
892213,274968.3125,2758619.75
892214,274985.125,2758654.25
892215,274964.875,2758652
892216,274926.75,2758646.75
892217,275035.125,2758659
892218,275055.125,2758661
892219,275094.5,2758661
892220,275002.2188,2758656.5
892221,275006.9688,2758687.25
892222,274992.8125,2758688.75
892223,274965.375,2758683
892224,274917.5938,2758680.25
892225,274925.2188,2758614.75
892226,274891,2758671
892227,274893.5313,2758649.5
892228,274900.75,2758589.25
892229,274903.2813,2758558.5
892230,274896.5625,2758602.25
892231,274846.625,2758610.5
892232,274841.2188,2758641.5
892233,274811.8125,2758633
892234,274783.0625,2758618
892235,274827.125,2758604.25
892236,274774.3125,2758596.5
892237,274737.5,2758595
892238,274854.3438,2758569.25
892239,274831.3125,2758566.25
892240,274776.3438,2758562
892241,274737,2758558
892242,274914.875,2758580.5
892243,274739.5313,2758483.25
892244,274745.0625,2758447
892245,274747.9063,2758405.5
892246,274744.3125,2758389.75
892247,274732.875,2758359.25
892248,274685.0625,2758357
892249,274830.9688,2758498
892250,274799.875,2758494.25
892251,274762.5625,2758490
892252,274911.3438,2758498.75
892253,274961.2813,2758530.5
892254,274963.9688,2758502.5
892255,274996.75,2758506.5
892256,275035.7188,2758530
892257,275073.75,2758536.5
892258,275071.5625,2758519
892259,275145.875,2758500
892260,275092.4063,2758494.25
892261,275044,2758488
892262,275021.9688,2758485.75
892263,274992.7188,2758482.25
892264,274924.9688,2758473.25
892265,274881.9063,2758467.25
892266,274857.5313,2758464
892267,274838.0313,2758469.25
892268,274809.2813,2758457
892269,274760.5313,2758450.25
892270,275171.0938,2758468.75
892271,275137.25,2758468.5
892272,275096.1875,2758458.5
892273,275048.9063,2758456.75
892274,274992.625,2758445.5
892275,274959.2188,2758441
892276,274925.6563,2758436.5
892277,274874.8438,2758433.75
892278,274843.8125,2758425.25
892279,274812.625,2758425.75
892280,274759.5625,2758416.5
892281,275184.375,2758443
892282,275184.375,2758415.5
892283,275169.25,2758388.5
892284,275144.5313,2758394
892285,275127.2188,2758387
892286,275104.8438,2758380.25
892287,275073.75,2758374.25
892288,274979.8125,2758355.5
892289,274930.1563,2758346.75
892290,274877.875,2758338.75
892291,274830.0625,2758333.5
892292,274772.8125,2758319.5
892293,274696.0938,2758309.25
892294,275460.9063,2758872.5
892295,275489.7188,2758859.75
892296,275518.0313,2758847.25
892297,275550.0625,2758833
892298,275581.5313,2758819.25
892299,275585.0625,2758812.5
892300,275578.0313,2758780.25
892301,275571.5313,2758755
892302,275563.6875,2758719.75
892303,275553.4063,2758676
892304,275543.125,2758632.5
892305,275536.3125,2758569
892306,275553.0938,2758605.5
892307,275562.3125,2758648
892308,275573.8125,2758696
892309,275584.25,2758740.5
892310,275590.2813,2758765.25
892311,275596,2758791.75
892312,275810.5313,2758717.75
892313,275801.625,2758686.75
892314,275787.6563,2758637.5
892315,275779.6875,2758593.75
892316,275899.3438,2758524.5
892317,275863.1563,2758521.75
892318,275860.0938,2758543.5
892319,275865.75,2758565.75
892320,275868.8438,2758583.5
892321,275943.9688,2758610.5
892322,275930.6563,2758609.25
892323,275894.4375,2758620.5
892324,275911.1563,2758657
892325,275879.4063,2758625.25
892326,275844.5938,2758628.5
892327,275839.0625,2758524.75
892328,275814.375,2758528.5
892329,275782.9375,2758541.5
892330,275748.4063,2758546.5
892331,275687.0313,2758553.75
892332,275646.0625,2758558
892333,275618.6875,2758562.25
892334,275586.0938,2758565.25
99720454,275555.0938,2758568.5
99720455,275502.625,2758576.75
99720456,275462.8125,2758574.75
99720457,275417.7813,2758584.75
99720458,275401.75,2758586.25
99720459,275387.75,2758614.75
99720460,275382.1563,2758588
99720461,275347.0938,2758592
99720462,275347.0938,2758592
99720463,275297.2188,2758596.25
99720464,275266.1875,2758599
99723244,274968.855,2758344.929
99723245,274828.696,2758313.846
99723256,275360.551,2758798.476
99726488,0,0
99723333,275878.2913,2758583.475
99723706,274913.117,2758538.663
99724501,275873.82,2758699.02
99724502,275869.7,2758698.1
99724159,275179.375,2758428.625
99724160,275178.403,2758393
99724161,275162.967,2758352.543
99724162,275155.118,2758312.582
99724163,275149.842,2758273.35
99724164,275145.428,2758244.35
99724165,275159.579,2758292.789
99724166,275165.555,2758330.337
99724167,275186.169,2758372.57
99724168,275188,2758410.438
99726602,0,0
892335,274723.625,2757582.75
890221,,
892336,274760.6875,2757603
892337,274795.625,2757622
892338,274815.6563,2757632
892339,274839.4688,2757645
892340,274856.9688,2757653.75
99720850,,
892341,274883.7188,2757667.5
892342,274912.1875,2757683.25
99720867,,
892343,274945.8125,2757701.5
892344,275015.0938,2757738
892345,275054.6563,2757758
99720913,,
892346,275087.8438,2757776.25
99720923,,
892347,275119.125,2757792.25
892348,275146.4063,2757806.75
892349,275160.75,2757826.5
892350,275130.3125,2757811
892351,275099.2188,2757794.75
892352,275065.1563,2757777.25
892353,275030.875,2757758.5
892354,274985.9375,2757735.5
892355,274922.4063,2757701.75
892356,274890.2188,2757685.5
892357,274865.1875,2757671.75
892358,274842.9063,2757660
892359,274827.8125,2757652.75
892360,274800.5625,2757638.75
892361,274774.9063,2757625.75
892362,274739.9688,2757607.25
892363,274716.0938,2757595.25
892364,275198.125,2757777
892365,275223.4688,2757799.25
892366,275237.6563,2757787.75
892367,275203.6563,2757760.5
892368,275219.8125,2757713
892369,275260,2757735
892370,275322.125,2757757
892371,275345.4375,2757771.75
892372,275344.9688,2757794.75
892373,275382.9688,2757794.25
892374,275414.5938,2757805
892375,275450.2188,2757822.25
892376,275200.4688,2757835.5
892377,275260.125,2757850.75
892378,275269.8438,2757833.5
892379,275281.4688,2757797
892380,275304.25,2757799.75
892381,275314.1563,2757877
892382,275326.8438,2757902
892383,275426.3438,2757955
892384,275456.5625,2757939.75
892385,275459.5313,2757908
892386,275465.625,2757875.75
892387,275442.0313,2757867.25
892388,275399.9063,2757855.75
892389,275370.25,2757847
892390,275469.5,2757856.75
892391,275439,2757886.25
892392,275412.375,2757879.75
892393,275363.375,2757862.5
892394,275424.8125,2757908.5
892395,275527.1875,2757991
892396,275527.4063,2757961
892397,275527.6875,2757915.25
892398,275527.3125,2757878.25
892399,275528.8438,2757860.75
892400,275538.9063,2757864.75
892401,275568.6563,2758011.25
892402,275566,2757980
892403,275562.3438,2757949
892404,275558.5,2757910
892405,275599.6563,2758013.75
892406,275596.5,2757992.25
892407,275587.0625,2757949.75
892408,275567.5,2757878.75
892409,275586.7813,2757901.75
892410,275625.1563,2757916.75
892411,275646.7188,2757931
892412,275601.6563,2758049
892413,275618.4375,2758058.5
892414,275637.4375,2758070
892415,275678.1563,2758105.25
892416,275689.625,2758120
892417,275705.125,2758127.75
892418,275726.9063,2758142.25
892419,275753.625,2758155.25
892420,275779.0313,2758168.75
892421,275798.1875,2758179
892422,275808.5,2758188.75
892423,275832.1563,2758201
892424,275868.625,2758221.5
892425,275896.8438,2758234.5
892426,275903.8438,2758242.75
892427,275958.9375,2758273
892428,275728.2813,2758111.75
892429,275754.5,2758126
892430,275785.3438,2758139.5
892431,275821.8438,2758162.25
892432,275853.625,2758175
892433,275880.4688,2758191.5
892434,275916.0625,2758206.25
28449,,
892435,275944.2813,2758221.25
28450,,
892436,275973.7188,2758238
28451,,
892437,275968.6875,2758254.25
28452,,
892438,275731.875,2758075.5
28453,,
892439,275697.3125,2758058.75
28454,,
892440,275677.0938,2758044.25
28455,,
892441,275667.6875,2758039.25
28456,,
892442,275756.6875,2758089
892443,275789.375,2758106.75
892444,275820.1875,2758124
892445,275851.3438,2758138.5
892446,275895.625,2758162.75
892447,275922.1875,2758187.5
892448,275932.3125,2758181.75
892449,275967.125,2758202.5
892450,275979.25,2758208
892451,275994.75,2758216.25
892452,276043.375,2758170.75
892453,276060.25,2758152.25
892454,275746.6563,2758043.5
892455,275718.5938,2758028.25
892456,275704.7188,2758021
892457,275672.4063,2758004.75
892458,275784.3125,2758065.75
892459,275791.375,2758049.25
892460,275805.7813,2758077.5
892461,275823.5938,2758045.5
892462,275832.625,2758078.25
892463,275846.9063,2758049.5
892464,275853.75,2758054.25
892465,275840.625,2758093.75
892466,275848.9063,2758080.5
892467,275865.4688,2758110.25
892468,275902.5938,2758130.25
892469,275906.875,2758119
892470,275941.0938,2758152.5
892471,275959.0313,2758161.25
892472,275987.7188,2758177.25
892473,275995.4063,2758142.75
892474,275974.2188,2758130.75
892475,275956.0938,2758124.75
892476,275918.6875,2758098.5
892477,275902.125,2758093
892478,276061.5,2758139
892479,276034.125,2758126
892480,276005.6875,2758111.75
892481,275963.3438,2758095.5
892482,275933.9063,2758079.25
892483,275844.4063,2758038.75
892484,275751.375,2757993.75
892485,275730.8125,2757980.75
892486,275702.25,2757963.25
892487,275768.2188,2758006.5
892488,275760.4375,2758015
892489,275725.5938,2757992.75
892490,275704.4063,2757983
99720467,275651.75,2757966
99720468,275650.875,2757983.25
99720469,275614.4375,2757964.75
99720470,275618.0625,2757938.5
99720471,274798.7188,2757615
99720472,274810.5625,2757621.75
99720473,274826.875,2757630.25
99720474,274839.5938,2757636.25
99720475,274851.375,2757642.75
99720476,274863.875,2757649.75
99720477,274876.125,2757656.25
99720478,274888.5938,2757663
99720479,274906.2813,2757672.25
99720480,274929.1875,2757684.25
99720481,274955.2813,2757697.75
99720482,275000.875,2757722
99720483,275027.875,2757736
99720484,275056,2757751.25
99720485,275075.9688,2757761.25
99720486,275089.5625,2757769
99720487,275106.8125,2757778
99720488,275124.5,2757787.75
99720489,275140.375,2757796
99720490,275154,2757803.25
99720491,276011.1563,2758206.25
99720492,276027.2813,2758188.25
99720493,276020.7188,2758161.25
99720494,276017.0313,2758157
99723243,276004.726,2758172.956
99724503,275690.35,2757963.54
99724555,275662.31,2757941.22
99724551,275601.59,2757900.5
28457,,
28458,,
28459,,
28460,,
28461,,
28462,,
28463,,
28465,,
28464,,
28466,,
28467,,
28468,,
28469,,
28470,,
28471,,
28472,,
28473,,
28474,,
28475,,
28476,,
28477,,
28478,,
28479,,
28480,,
28481,,
892491,275728,2758182.5
892492,275748.3438,2758219.5
892493,275773.5625,2758206.25
892494,275791.0313,2758224.75
892495,275818.6875,2758214.25
892496,275836.875,2758232.5
892497,275757.75,2758237.25
892498,275783.25,2758284.25
892499,275806.0938,2758272.75
892500,275813.7813,2758341.5
892501,275837.0313,2758384
892502,275870.5313,2758366
892503,275901.5313,2758357.75
892504,275841.5625,2758392.75
892505,275855.875,2758418.5
892506,275875.875,2758455.25
892507,275913.9063,2758526
892508,275958.75,2758524.5
892509,275981.5625,2758565
892510,275985.3125,2758578.5
892511,275980.8438,2758530.75
892512,275921.2188,2758563.25
892513,275941.6875,2758577
892514,275969.4375,2758648.5
892515,275884.9688,2758441.25
892516,275902.7188,2758396
892517,275916.75,2758358.25
892518,275930.0938,2758323.25
892519,275941.5,2758303.75
892520,275908.25,2758307.5
892521,275873.8125,2758315.5
892522,275868.5938,2758351.75
892523,275914.875,2758275.5
892524,275884.1875,2758284.75
892525,275861.0938,2758294
892526,275884.3438,2758254.5
892527,275855.125,2758260
892528,275966.9063,2758280
892530,276016.2188,2758223.5
892531,276033.25,2758205
892532,276045.375,2758191
892533,276075.5625,2758155.25
892534,275983.7188,2758294
892535,276027.0625,2758321.25
892536,276031.8438,2758348
892537,276063.6563,2758334.75
892538,276073.7813,2758278
892539,276079.625,2758238.5
892540,276094.6563,2758169
892541,276083.1563,2758314.25
892542,276088.6875,2758279.75
892543,276139.4688,2758294
892544,276069.1875,2758349.25
892545,276101.875,2758361.5
892546,276118.4375,2758371.25
892547,275966.875,2758346.5
892548,276015.875,2758366.5
892549,276064.5,2758390.5
892550,276089.125,2758398
892551,276023.375,2758389.5
892552,276003.0938,2758410.25
892553,276039.9063,2758425.5
892554,276068.3438,2758440.75
892555,276089.5938,2758450.5
892556,275996.0938,2758441.75
892557,275911.25,2758463.25
892558,275916.5625,2758440
892559,275923.9063,2758420.25
892560,275944,2758366.5
892561,275938.625,2758467.5
892562,275963.9375,2758403.25
892563,275974.4688,2758384
892564,275975.7188,2758382.25
892565,275934.0313,2758490.5
892566,275971.4688,2758480
892567,275967.1563,2758497.5
892568,276003.8438,2758492.75
892569,275994.4688,2758520
892570,276017.3438,2758458.5
892571,276016.25,2758440.5
892572,276079.3125,2758482.25
892573,276022.875,2758500
892574,276057.6875,2758517
892575,276084.0625,2758519.25
99720495,276104.9375,2758469.5
99720496,276033.5938,2758623.75
99720497,276023.8125,2758601.75
99720498,276015.9375,2758579.25
99720499,276162.0313,2758572.25
99724838,276000.2427,2758267.767
99724840,276000.2427,2758267.767
99720523,276020.1867,2758275.39
99720501,276020.1867,2758275.39
28676,,
28677,,
28678,,
28679,,
28680,,
28681,,
28682,,
28683,,
28684,,
28685,,
28686,,
28687,,
28688,,
28689,,
28690,,
28691,,
30698,,
30699,,
30700,,
30701,,
30702,,
28692,,
28693,,
28694,,
28695,,
28696,,
28697,,
28698,,
28699,,
28700,,
28701,,
28702,,
28703,,
34728,,
34729,,
34730,,
34731,,
34732,,
34733,,
34734,,
34735,,
34723,,
34724,,
34725,,
34726,,
34727,,
99720502,276097.9375,2758453.5
99720503,276201.9688,2758557.75
99723989,0,0
892576,275952.25,2760220
892577,275951.25,2760247
892578,275946.5938,2760286.75
892579,276033.625,2760346.25
892580,276066.7188,2760325.25
892581,276067.75,2760300.25
892582,276101.625,2760285.75
892583,276136.3438,2760300.75
892584,276086.3438,2760262
892585,276076,2760233
892586,276075.8125,2760220.75
892587,276124.375,2760333
892588,276158.0625,2760338
892589,276167.125,2760313
892590,276202.2813,2760337
892591,276103.9063,2760357
892592,276164.0313,2760365.25
892593,276250.4063,2760382.25
892594,276284.0938,2760388.25
892595,276227.4688,2760359.5
892596,276246.6875,2760330.75
892597,276267.1563,2760301
892598,275919.9688,2760359.25
892599,275897.6875,2760360
892600,275920.7188,2760325.5
892601,275887.125,2760333
892602,275933.6875,2760320.75
892603,275927.1875,2760280
892604,275909.5625,2760268
892605,275907.375,2760264.5
892606,275938.2188,2760221
892607,275940.1563,2760183.25
892608,275916.25,2760173.25
892609,275871.8125,2760153.75
892610,275903.7188,2760165.25
892611,275865.2188,2760185
892612,275840.5625,2760140
892613,275828.75,2760169.75
892614,275814.4063,2760152.25
892615,275802.0625,2760150.25
892616,275804.4375,2760135
892617,275781.625,2760127.25
892618,275849.0313,2760113.5
892619,275845.4688,2760089.75
892620,275917.1875,2760145
892621,275910.6563,2760119.75
892622,275916.25,2760095
892623,275903.5938,2760227
892624,275847.6875,2760265.75
892626,275807.4688,2760296.25
892627,275757.4063,2760297.25
892628,275799.125,2760265.75
892629,275866.9063,2760221.75
892630,275894.75,2760203
892631,275941.5,2760064.5
892635,275873.5,2759990.5
892636,275931.4375,2759834
892637,275804.4063,2759678.75
892638,275789.375,2759726.75
892639,275770.375,2759771.75
892640,275834.0313,2759632.25
892641,275861.3438,2759633.25
892642,275922.4063,2759634.5
892643,275997.5313,2759664.75
892644,275964.5938,2759743.75
892645,275960.6563,2759758.75
892646,275951.5,2759784.5
892648,275947.1563,2759804
892649,275938.5313,2759868.75
892650,275934.125,2759922
892652,275937.25,2759959.75
892653,276191.2813,2760244
892654,275894.4688,2759899.5
892655,275894.4688,2759899.5
892656,275857.8125,2759890
99721088,275857.8125,2759890
892657,275819.625,2759876.5
892658,275819.625,2759876.5
892659,275780.9063,2759865.75
99721089,275780.9063,2759865.75
892660,275729.5938,2759851.5
99721090,275729.5938,2759851.5
892661,275678,2759833.75
99721091,275678,2759833.75
892662,275622.3438,2759814.25
99721092,275622.3438,2759814.25
892663,275584.9063,2759803.75
99721093,275584.9063,2759803.75
892664,275535.0938,2759787.5
99721094,275535.0938,2759787.5
892665,275494.0938,2759772.75
99721095,275494.0938,2759772.75
892666,275470.8438,2759765.5
99721096,275470.8438,2759765.5
892667,275449.0938,2759757.75
99721097,275449.0938,2759757.75
892668,275431.9375,2759750
99721098,275431.9375,2759750
892669,275411.6563,2759742
99721099,275411.6563,2759742
892670,275391.2188,2759733.5
892671,275391.2188,2759733.5
892672,275360.7188,2759719.75
99721100,275360.7188,2759719.75
892673,275335.8438,2759708.5
99721101,275335.8438,2759708.5
892674,275277.5625,2759682.5
99721102,275277.5625,2759682.5
892675,275264.2188,2759676.5
892676,275264.2188,2759676.5
892677,275240.6563,2759667
99721103,275240.6563,2759667
892678,275221.125,2759658.75
99721104,275221.125,2759658.75
892679,275199,2759649.25
99721105,275199,2759649.25
892680,275172.8125,2759637.75
892681,275172.8125,2759637.75
892682,275149,2759626.5
99721106,275149,2759626.5
892683,275123.875,2759615.25
99721107,275123.875,2759615.25
28704,,
892684,275137.875,2759606.75
28705,,
892686,275149.6563,2759613.75
28706,,
892687,275189.5938,2759630.75
28707,,
892688,275212.125,2759640.25
28708,,
892689,275231.2188,2759648.75
28709,,
892690,275252.4375,2759658.75
892692,275279.9375,2759670.25
892693,275297.5938,2759677.5
892695,275322.0938,2759688.5
892696,275343.9375,2759697.75
892697,275368.6875,2759708
892700,275399.875,2759722
892701,275416.375,2759728.5
892702,275433,2759735.25
892703,275453.8125,2759745.25
892704,275464.1563,2759748.75
892705,275488.375,2759756.75
892706,275503.3125,2759761.5
892708,275498.5625,2759788.25
892710,275481.0313,2759782.5
892711,275463.625,2759777
892712,275446.7188,2759771
892713,275427.875,2759763
892715,275412.1563,2759756.25
892717,275395.0625,2759748.75
892720,275377.5313,2759740.75
892722,275350.125,2759729
892724,275326.4063,2759719.25
892726,275282.6875,2759699.75
892727,275263.2188,2759691.5
892728,275233.9375,2759678.75
892729,275217.9063,2759671.25
892730,275198.4063,2759662.75
892731,275180.875,2759654.5
892732,275160.9688,2759646.5
892733,275144.5313,2759639.75
892734,275120.375,2759628.25
892735,275287.7188,2759671.75
892736,275299.1563,2759642
892737,275310.625,2759616.25
892738,275348.375,2759633
892739,275331,2759681.75
892740,275373.375,2759633.75
892741,275410.125,2759652.75
892742,275441.4688,2759658.5
892743,275456.5938,2759652.5
892744,275477.5625,2759656.5
892745,275476.4063,2759619.25
892746,275516.5313,2759633.5
892747,275512.9375,2759660.5
892748,275501.375,2759713
892749,275475.7188,2759732.25
892750,275563.4688,2759667.5
892751,275583.0313,2759685.25
892752,275550.0625,2759704.25
892753,275540.9063,2759730.5
892754,275532.9063,2759751.75
892755,275537.875,2759764.75
892756,275579.3438,2759737
892757,275555.9375,2759633.25
892758,275523.875,2759621.25
892759,275481,2759607.25
892760,275441.5313,2759584.75
892761,275409.75,2759565.25
892762,275380.4375,2759547
892763,275349.2188,2759526.25
892764,275311.2188,2759502.75
892765,275270.2188,2759474.75
892766,275217.3438,2759474.5
892767,275235.2188,2759497.75
892768,275284.875,2759522.75
892769,275189.1563,2759523.25
892770,275215.2813,2759540.5
892771,275240.4063,2759554
892772,275264.5,2759565
892773,275314.2188,2759579.25
892774,275361.9688,2759599.25
892775,275404.5938,2759618.25
892776,275441.25,2759635.5
892777,275268.2188,2759555.5
892778,275290.875,2759515
892779,275329.6875,2759537.25
892780,275378.8125,2759565.25
892781,275414.6563,2759586.25
892782,275446.125,2759605.25
892783,275154.875,2759557.5
892784,275246.1563,2759603
892785,275210.875,2759591.75
892786,275177.2813,2759579.25
892787,275255.1563,2759773.75
892788,275270.125,2759742.75
892789,275250.75,2759736.25
892790,275215.4375,2759714
892791,275190.0313,2759699.25
892792,275149.8125,2759673.75
892793,275124.2188,2759658.25
892794,275075.9375,2759677.25
